DOI,Journal,Year,Material,Material_Class,Doping,Gas,DFT_Software,Functional,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit
10.3390/molecules27103176,Molecules,2022,Au-MoTe2,TMD,Au,SOF2,CASTEP,GGA-PBE,-0.49,-0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules27103176,Molecules,2022,Ag-MoTe2,TMD,Ag,SOF2,CASTEP,GGA-PBE,-0.4,-0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules27103176,Molecules,2022,Cu-MoTe2,TMD,Cu,SOF2,CASTEP,GGA-PBE,-0.6,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules27103176,Molecules,2022,Au-MoTe2,TMD,Au,HF,CASTEP,GGA-PBE,-0.23,-0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules27103176,Molecules,2022,Ag-MoTe2,TMD,Ag,HF,CASTEP,GGA-PBE,-0.32,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules27103176,Molecules,2022,Cu-MoTe2,TMD,Cu,HF,CASTEP,GGA-PBE,-0.33,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SO2,DMol3,GGA-PBE,-1.65,-0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SOF2,DMol3,GGA-PBE,-0.46,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SO2F2,DMol3,GGA-PBE,-2.12,-0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2020.146180,Applied Surface Science,2020,Ni-doped Graphene,2D Carbon,Ni,SO2,CASTEP,GGA-PBE,-4.213,-0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2020.146180,Applied Surface Science,2020,Pd-doped Graphene,2D Carbon,Pd,SO2,CASTEP,GGA-PBE,-5.779,-0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,O2,VASP,GGA-PBE,-3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,H2O,VASP,GGA-PBE,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NO2,VASP,GGA-PBE,-3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NH3,VASP,GGA-PBE,-0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,O2,VASP,GGA-PBE,-3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,H2O,VASP,GGA-PBE,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NO,VASP,GGA-PBE,-3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NO2,VASP,GGA-PBE,-3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,CO,VASP,GGA-PBE,-2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NH3,VASP,GGA-PBE,-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Graphene,2D Carbon,NA,SO2,CASTEP,GGA-PBE,-0.012,-0.077,3.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,B-doped Graphene,2D Carbon,B,SO2,CASTEP,GGA-PBE,-0.205,-0.11,3.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,N-doped Graphene,2D Carbon,N,SO2,CASTEP,GGA-PBE,-0.172,-0.263,3.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Al-doped Graphene,2D Carbon,Al,SO2,CASTEP,GGA-PBE,-1.262,-0.744,1.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Si-doped Graphene,2D Carbon,Si,SO2,CASTEP,GGA-PBE,-0.902,-0.959,1.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Pt-doped Graphene,2D Carbon,Pt,SO2,CASTEP,GGA-PBE,-1.018,-0.55,2.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Mn-doped Graphene,2D Carbon,Mn,SO2,CASTEP,GGA-PBE,-1.729,-0.599,1.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Cr-doped Graphene,2D Carbon,Cr,SO2,CASTEP,GGA-PBE,-1.675,-0.672,1.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Ag-doped Graphene,2D Carbon,Ag,SO2,CASTEP,GGA-PBE,-0.968,-0.454,2.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Au-doped Graphene,2D Carbon,Au,SO2,CASTEP,GGA-PBE,-1.284,-0.479,2.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Graphene,2D Carbon,NA,CO,VASP,GGA-PBE,-0.08,0.015,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,CO,VASP,GGA-PBE,-1.05,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Graphene,2D Carbon,NA,NO2,VASP,GGA-PBE,-0.24,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,NO2,VASP,GGA-PBE,-2.17,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,O2,VASP,GGA-PBE,-0.104,0.035,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,O2,VASP,GGA-PBE,-0.101,0.018,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,NO2,VASP,GGA-PBE,-0.245,0.107,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,NO2,VASP,GGA-PBE,-0.216,0.069,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,CO,VASP,GGA-PBE,-0.105,NA,3.42,0.14,0.18,0.04,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,NH3,VASP,GGA-PBE,-0.259,NA,3.22,0.14,0.24,0.1,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,CO,VASP,GGA-PBE,-0.025,NA,3.59,0.21,0.24,0.03,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,NH3,VASP,GGA-PBE,-0.561,NA,1.67,0.21,0.54,0.33,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,CO,VASP,GGA-PBE,-0.028,NA,4.03,0.16,0.16,0.0,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,NH3,VASP,GGA-PBE,-1.021,NA,1.646,0.16,0.26,0.1,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,CO,VASP,GGA-PBE,-0.309,NA,3.06,0.57,0.64,0.07,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,NH3,VASP,GGA-PBE,-0.33,NA,3.58,0.57,0.65,0.08,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,CO,VASP,GGA-PBE,-0.291,NA,3.14,0.58,0.63,0.05,NA,NA,NA,NA,NA,NA,NA,NA
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,NH3,VASP,GGA-PBE,-1.047,NA,1.64,0.58,0.83,0.25,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,H2,VASP,GGA-PBE,-0.45,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,O2,VASP,GGA-PBE,-1.07,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,N2,VASP,GGA-PBE,-0.66,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,CO,VASP,GGA-PBE,-1.24,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,NO,VASP,GGA-PBE,-1.44,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,H2,VASP,GGA-PBE,-0.27,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,O2,VASP,GGA-PBE,-0.57,-0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,N2,VASP,GGA-PBE,-0.33,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,CO,VASP,GGA-PBE,-0.77,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,NO,VASP,GGA-PBE,-0.35,-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,H2,VASP,GGA-PBE,-0.23,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,O2,VASP,GGA-PBE,-0.51,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,N2,VASP,GGA-PBE,-0.29,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,CO,VASP,GGA-PBE,-0.13,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,NO,VASP,GGA-PBE,-0.11,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,H2,VASP,GGA-PBE,-0.395,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,O2,VASP,GGA-PBE,-1.65,-0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,N2,VASP,GGA-PBE,-0.66,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,CO,VASP,GGA-PBE,-1.31,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,NO,VASP,GGA-PBE,-1.69,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,H2,VASP,GGA-PBE,-0.23,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,O2,VASP,GGA-PBE,-0.97,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,N2,VASP,GGA-PBE,-0.32,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,CO,VASP,GGA-PBE,-0.8,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,NO,VASP,GGA-PBE,-0.93,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,H2,VASP,GGA-PBE,-0.22,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,O2,VASP,GGA-PBE,-0.96,-0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,N2,VASP,GGA-PBE,-0.26,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,CO,VASP,GGA-PBE,-1.08,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,NO,VASP,GGA-PBE,-1.11,-0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,O2,VASP,GGA-PBE,-2.05,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,O2,VASP,GGA-PBE,-1.74,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,O2,VASP,GGA-PBE,-1.52,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,O2,VASP,GGA-PBE,-1.3,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,O2,VASP,GGA-PBE,-0.71,NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,CO,VASP,GGA-PBE,-1.23,NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-1.1,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,CO,VASP,GGA-PBE,-1.12,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,CO,VASP,GGA-PBE,-1.13,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,CO,VASP,GGA-PBE,-0.94,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,NO,VASP,GGA-PBE,-1.3,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-1.18,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,NO,VASP,GGA-PBE,-1.13,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,NO,VASP,GGA-PBE,-1.0,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,NO,VASP,GGA-PBE,-0.69,NA,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,CO,CASTEP,GGA-PBE,-1.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NO,CASTEP,GGA-PBE,-2.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NO2,CASTEP,GGA-PBE,-1.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,CO2,CASTEP,GGA-PBE,-0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,H2S,CASTEP,GGA-PBE,-0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NH3,CASTEP,GGA-PBE,-0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,SO2,CASTEP,GGA-PBE,-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.53730/ijhs.v6nS7.13392,International Journal of Health Sciences,2022,Graphene,2D Carbon,NA,SO2,Gaussian,B3LYP/6-31G(d),-0.26,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.53730/ijhs.v6nS7.13392,International Journal of Health Sciences,2022,Al-doped Graphene,2D Carbon,Al,SO2,Gaussian,B3LYP/6-31G(d),-0.55,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,H2S,VASP,GGA-PBE,-0.156,0.011,2.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,H2S,VASP,GGA-PBE,-0.147,-0.001,3.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,H2S,VASP,GGA-PBE,-0.232,0.01,2.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,H2S,VASP,GGA-PBE,-0.146,0.002,3.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,H2S,VASP,GGA-PBE,-0.232,0.017,1.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,H2S,VASP,GGA-PBE,-0.222,-0.003,2.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,H2S,VASP,GGA-PBE,-0.238,0.018,1.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,H2S,VASP,GGA-PBE,-0.222,-0.002,2.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NH3,VASP,GGA-PBE,-0.14,-0.005,2.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NH3,VASP,GGA-PBE,-0.203,-0.028,2.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NH3,VASP,GGA-PBE,-0.146,-0.01,2.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NH3,VASP,GGA-PBE,-0.16,-0.004,2.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NH3,VASP,GGA-PBE,-0.281,0.019,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NH3,VASP,GGA-PBE,-0.216,0.001,1.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NH3,VASP,GGA-PBE,-0.274,0.022,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NH3,VASP,GGA-PBE,-0.177,-0.004,2.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NO2,VASP,GGA-PBE,-0.252,0.137,2.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NO2,VASP,GGA-PBE,-0.204,0.094,2.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NO2,VASP,GGA-PBE,-0.314,0.196,2.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NO2,VASP,GGA-PBE,-0.266,0.185,2.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NO2,VASP,GGA-PBE,-3.36,1.027,1.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
