material_absorber,material_etl,material_htl,absorber_band_gap_eV,etl_band_gap_eV,htl_band_gap_eV,cbo_eV,vbo_eV,absorber_etl_type,absorber_htl_type,gap_method,functional,gap_type,material_class,source_doi,source_paper
1T-MgI2,1T-CdBr2,1T-MgI2,4.16,4.32,4.16,-1.06,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-CdBr2,1T-STl2,1.89,4.32,1.89,-0.36,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-CdBr2,1T-YbI2,2.35,4.32,2.35,-0.78,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnBr2,1T-CdBr2,1T-ZnBr2,4.61,4.32,4.61,-0.41,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgBr2,1T-CdCl2,1T-MgBr2,5.86,5.36,5.86,-1.21,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgI2,1T-CdCl2,1T-MgI2,4.16,5.36,4.16,-0.95,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdCl2,1T-NiO2,1T-CdCl2,5.36,3.29,5.36,-3.17,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-CdCl2,1T-STl2,1.89,5.36,1.89,-0.25,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-CdCl2,1T-YbI2,2.35,5.36,2.35,-0.67,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnBr2,1T-CdCl2,1T-ZnBr2,4.61,5.36,4.61,-0.3,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnCl2,1T-CdCl2,1T-ZnCl2,6.12,5.36,6.12,-0.83,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-GeBr2,1T-CdI2,2.99,3.09,2.99,-0.58,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-HfS2,1T-CdI2,2.99,2.04,2.99,-1.45,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-HgBr2,1T-CdI2,2.99,3.79,2.99,-0.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-PbI2,1T-CdI2,2.99,2.65,2.99,-0.5,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-PtS2,1T-CdI2,2.99,2.65,2.99,-0.7,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-CdI2,1T-STl2,1.89,2.99,1.89,-0.31,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-SnS2,1T-CdI2,2.99,2.48,2.99,-1.4,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-CdI2,1T-YbI2,2.35,2.99,2.35,-0.73,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-ZrS2,1T-CdI2,2.99,1.95,2.99,-1.68,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgI2,1T-GeBr2,1T-MgI2,4.16,3.09,4.16,-1.59,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeBr2,1T-NiO2,1T-GeBr2,3.09,3.29,3.09,-2.53,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-OTl2,1T-GeBr2,1T-OTl2,1.51,3.09,1.51,-0.26,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeBr2,1T-PtO2,1T-GeBr2,3.09,3.5,3.09,-0.39,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-GeBr2,1T-PtSe2,1.72,3.09,1.72,-0.02,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,1T-GeBr2,1T-PtTe2,0.62,3.09,0.62,-0.25,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-GeBr2,1T-STl2,1.89,3.09,1.89,-0.89,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeBr2,1T-SnS2,1T-GeBr2,3.09,2.48,3.09,-0.82,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-GeBr2,1T-YbI2,2.35,3.09,2.35,-1.31,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-GeBr2,1T-ZnI2,2.59,3.09,2.59,-0.3,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-GeBr2,2H-GeI2,2.36,3.09,2.36,-0.19,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-GeBr2,2H-WS2,2.2,3.09,2.2,-0.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-PbI2,1T-GeI2,2.64,2.65,2.64,-0.37,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-PtO2,1T-GeI2,2.64,3.5,2.64,-0.84,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-PtS2,1T-GeI2,2.64,2.65,2.64,-0.57,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-GeI2,1T-STl2,1.89,2.64,1.89,-0.44,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-SnSe2,1T-GeI2,2.64,1.44,2.64,-1.48,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-TiS2,1T-GeI2,2.64,0.71,2.64,-2.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-GeI2,1T-YbI2,2.35,2.64,2.35,-0.86,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-ZnI2,1T-GeI2,2.64,2.59,2.64,-0.15,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,2H-MoS2,1T-GeI2,2.64,2.22,2.64,-0.52,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgI2,1T-HfS2,1T-MgI2,4.16,2.04,4.16,-2.46,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CaI2,1T-NiO2,1T-CaI2,4.56,3.29,4.56,-4.14,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CaI2,1T-SnS2,1T-CaI2,4.56,2.48,4.56,-2.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CaI2,1T-ZnBr2,1T-CaI2,4.56,4.61,4.56,-0.67,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CaI2,1T-ZrS2,1T-CaI2,4.56,1.95,4.56,-2.71,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdBr2,1T-NiO2,1T-CdBr2,4.32,3.29,4.32,-3.06,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdBr2,1T-PtO2,1T-CdBr2,4.32,3.5,4.32,-0.92,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-CdBr2,2H-WSe2,1.88,4.32,1.88,-0.04,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-CdBr2,2H-WTe2,1.3,4.32,1.3,0.0,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-CdBr2,2H-ZrCl2,1.55,4.32,1.55,-0.59,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-CdCl2,2H-ZrCl2,1.55,5.36,1.55,-0.48,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-PtO2,1T-CdI2,2.99,3.5,2.99,-0.97,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-SnSe2,1T-CdI2,2.99,1.44,2.99,-1.61,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-CdI2,2H-ZrCl2,1.55,2.99,1.55,-0.54,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-GeBr2,1T-GeI2,2.64,3.09,2.64,-0.45,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PbI2,1T-GeBr2,1T-PbI2,2.65,3.09,2.65,-0.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-GeBr2,2H-MoSe2,1.95,3.09,1.95,-0.29,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-GeBr2,2H-MoTe2,1.5,3.09,1.5,-0.4,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-GeBr2,2H-WSe2,1.88,3.09,1.88,-0.57,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-GeBr2,2H-WTe2,1.3,3.09,1.3,-0.53,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-GeBr2,2H-ZrCl2,1.55,3.09,1.55,-1.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-HfS2,1T-GeI2,2.64,2.04,2.64,-1.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-HgBr2,1T-GeI2,2.64,3.79,2.64,-0.2,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-SnS2,1T-GeI2,2.64,2.48,2.64,-1.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-ZrS2,1T-GeI2,2.64,1.95,2.64,-1.55,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-GeI2,2H-WSe2,1.88,2.64,1.88,-0.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-GeI2,2H-WTe2,1.3,2.64,1.3,-0.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-GeI2,2H-ZrCl2,1.55,2.64,1.55,-0.67,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-HfS2,1T-HfSe2,1.1,2.04,1.1,-0.11,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfS2,1T-NiO2,1T-HfS2,2.04,3.29,2.04,-1.66,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-HfS2,1T-PtSe2,1.72,2.04,1.72,-0.89,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-HfS2,1T-ZnI2,2.59,2.04,2.59,-1.17,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfS2,1T-ZrS2,1T-HfS2,2.04,1.95,2.04,-0.23,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-HfS2,2H-GeI2,2.36,2.04,2.36,-1.06,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoS2,1T-HfS2,2H-MoS2,2.22,2.04,2.22,-0.8,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-HfS2,2H-MoSe2,1.95,2.04,1.95,-1.16,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-HfS2,2H-MoTe2,1.5,2.04,1.5,-1.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-HfS2,2H-WS2,2.2,2.04,2.2,-1.14,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-HfSe2,1T-PtSe2,1.72,1.1,1.72,-0.78,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-SnS2,1T-HfSe2,1.1,2.48,1.1,-0.06,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-SnSe2,1T-HfSe2,1.1,1.44,1.1,-0.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-ZrS2,1T-HfSe2,1.1,1.95,1.1,-0.34,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-ZrSe2,1T-HfSe2,1.1,0.94,1.1,-0.3,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-HfSe2,2H-MoSe2,1.95,1.1,1.95,-1.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-HfSe2,2H-MoTe2,1.5,1.1,1.5,-1.16,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-HfSe2,2H-WSe2,1.88,1.1,1.88,-1.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HgBr2,1T-NiO2,1T-HgBr2,3.79,3.29,3.79,-2.78,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-HgBr2,2H-MoTe2,1.5,3.79,1.5,-0.15,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-CdI2,1T-CaI2,1T-CdI2,2.99,4.56,2.99,1.03,0.0,Type III,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-GeI2,1T-CaI2,1T-GeI2,2.64,4.56,2.64,1.16,0.0,Type III,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfS2,1T-CaI2,1T-HfS2,2.04,4.56,2.04,2.48,0.0,Type III,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-HfSe2,1T-CaI2,1T-HfSe2,1.1,4.56,1.1,2.37,0.0,Type III,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
