material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
GeTiNaTaO6,3.398923557,,Ge,Na,Ti,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7051,ml_plus_family_prior
GeTiNaVO6,1.463812125,,Ge,Na,Ti,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8936,ml_plus_family_prior
GeTiPbHfO6,4.156892394,,Ge,Pb,Ti,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5814,ml_plus_family_prior
GeTiPbTiO6,3.584303518,,Ge,Pb,Ti,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6007,ml_plus_family_prior
GeTiPbZrO6,4.235235964,,Ge,Pb,Ti,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5808,ml_plus_family_prior
GeTiRbNbO6,2.910860625,,Ge,Rb,Ti,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6578,ml_plus_family_prior
GeTiRbTaO6,3.33362419,,Ge,Rb,Ti,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7123,ml_plus_family_prior
GeTiSnHfO6,3.861168711,,Ge,Sn,Ti,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6305,ml_plus_family_prior
GeTiSnTiO6,2.741981864,,Ge,Sn,Ti,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8777,ml_plus_family_prior
GeTiSnZrO6,3.576358601,,Ge,Sn,Ti,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6344,ml_plus_family_prior
GeTiSrGeO6,3.339568708,,Ge,Sr,Ti,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7145,ml_plus_family_prior
GeTiSrHfO6,4.184483885,,Ge,Sr,Ti,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5773,ml_plus_family_prior
GeTiSrSiO6,3.520429543,,Ge,Sr,Ti,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6863,ml_plus_family_prior
GeTiSrSnO6,3.597625931,,Ge,Sr,Ti,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6302,ml_plus_family_prior
GeTiSrTiO6,3.093917255,,Ge,Sr,Ti,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6535,ml_plus_family_prior
GeTiSrZrO6,4.125636681,,Ge,Sr,Ti,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5819,ml_plus_family_prior
GeTiTlNbO6,2.289670031,,Ge,Tl,Ti,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8541,ml_plus_family_prior
GeTiTlTaO6,2.508634061,,Ge,Tl,Ti,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8040,ml_plus_family_prior
GeTiYAlO6,3.701089196,,Ge,Y,Ti,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5661,ml_plus_family_prior
InNbBaSnO6,1.66922478,,In,Ba,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8526,ml_plus_family_prior
InNbCaGeO6,0.796683747,,In,Ca,Nb,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8568,ml_plus_family_prior
InNbCaSnO6,1.90683703,,In,Ca,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8300,ml_plus_family_prior
InNbGaNbO6,0.128888784,,In,Ga,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8246,ml_plus_family_prior
InNbLaAlO6,0.82273265,,In,La,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7021,ml_plus_family_prior
InNbLaGaO6,1.15967416,,In,La,Nb,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7549,ml_plus_family_prior
InNbLaInO6,1.745350249,,In,La,Nb,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8218,ml_plus_family_prior
InNbLiNbO6,0.292528091,,In,Li,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8438,ml_plus_family_prior
InNbMgTiO6,1.151989547,,In,Mg,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7877,ml_plus_family_prior
InNbMgZrO6,1.268264192,,In,Mg,Nb,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7886,ml_plus_family_prior
InNbNaNbO6,0.10662043,,In,Na,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8463,ml_plus_family_prior
InNbNaSbO6,0.574152511,,In,Na,Nb,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8244,ml_plus_family_prior
InNbSrGeO6,0.781410482,,In,Sr,Nb,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8584,ml_plus_family_prior
InNbSrSnO6,1.823241323,,In,Sr,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8433,ml_plus_family_prior
InNbYAlO6,0.63471935,,In,Y,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7056,ml_plus_family_prior
InTaBaSnO6,1.909782068,,In,Ba,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8308,ml_plus_family_prior
InTaCaGeO6,1.127620733,,In,Ca,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7909,ml_plus_family_prior
InTaCaSnO6,1.237723535,,In,Ca,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8370,ml_plus_family_prior
InTaLaAlO6,1.498605746,,In,La,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6643,ml_plus_family_prior
InTaLaInO6,2.261798705,,In,La,Ta,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8038,ml_plus_family_prior
InTaLaScO6,2.234428288,,In,La,Ta,Sc,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8039,ml_plus_family_prior
InTaNaSbO6,0.818105099,,In,Na,Ta,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8176,ml_plus_family_prior
InTaPbHfO6,2.199561857,,In,Pb,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8218,ml_plus_family_prior
InTaPbZrO6,2.166244692,,In,Pb,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7737,ml_plus_family_prior
InTaSnHfO6,2.150852251,,In,Sn,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8379,ml_plus_family_prior
InTaSnZrO6,2.123350206,,In,Sn,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7779,ml_plus_family_prior
InTaSrSiO6,0.823857766,,In,Sr,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8508,ml_plus_family_prior
InTaSrSnO6,2.094100616,,In,Sr,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8082,ml_plus_family_prior
InTaYAlO6,1.302498436,,In,Y,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6641,ml_plus_family_prior
KNbAgNbO6,3.062301209,,K,Ag,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6448,ml_plus_family_prior
KNbBaSnO6,4.749720638,,K,Ba,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5958,ml_plus_family_prior
KNbBaTiO6,3.817776997,,K,Ba,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5936,ml_plus_family_prior
KNbCaGeO6,4.509665846,,K,Ca,Nb,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5704,ml_plus_family_prior
KNbCaSiO6,4.091124096,,K,Ca,Nb,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5546,ml_plus_family_prior
KNbCaSnO6,4.597100149,,K,Ca,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5971,ml_plus_family_prior
KNbCaTiO6,3.518675705,,K,Ca,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6850,ml_plus_family_prior
KNbGaNbO6,1.461851147,,K,Ga,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8481,ml_plus_family_prior
KNbKSbO6,3.900486075,,K,K,Nb,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5960,ml_plus_family_prior
KNbLaAlO6,4.47746793,,K,La,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5430,ml_plus_family_prior
KNbLaGaO6,4.812455616,,K,La,Nb,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5646,ml_plus_family_prior
KNbLaInO6,4.894367785,,K,La,Nb,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5574,ml_plus_family_prior
KNbLiNbO6,3.190324442,,K,Li,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6544,ml_plus_family_prior
KNbMgTiO6,4.020037277,,K,Mg,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5347,ml_plus_family_prior
KNbMgZrO6,4.95899481,,K,Mg,Nb,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5429,ml_plus_family_prior
KNbNaNbO6,3.160753757,,K,Na,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6515,ml_plus_family_prior
KNbNaSbO6,4.204154377,,K,Na,Nb,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5737,ml_plus_family_prior
KNbPbTiO6,3.505501913,,K,Pb,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6893,ml_plus_family_prior
KNbRbNbO6,3.346984265,,K,Rb,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7066,ml_plus_family_prior
KNbSnTiO6,2.80800255,,K,Sn,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8528,ml_plus_family_prior
KNbSrGeO6,4.449250085,,K,Sr,Nb,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5710,ml_plus_family_prior
KNbSrSiO6,3.980946504,,K,Sr,Nb,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5531,ml_plus_family_prior
KNbSrSnO6,4.96090882,,K,Sr,Nb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5901,ml_plus_family_prior
KNbSrTiO6,3.452977088,,K,Sr,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6847,ml_plus_family_prior
KNbTlNbO6,1.839635631,,K,Tl,Nb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8540,ml_plus_family_prior
KNbYAlO6,4.7281547,,K,Y,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5434,ml_plus_family_prior
KSbAgNbO6,3.905838936,,K,Ag,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5960,ml_plus_family_prior
KSbBaTiO6,3.721262439,,K,Ba,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5932,ml_plus_family_prior
KSbCaGeO6,1.882994929,,K,Ca,Sb,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8177,ml_plus_family_prior
KSbCaSiO6,2.732953318,,K,Ca,Sb,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8070,ml_plus_family_prior
