material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
KSbCaSnO6,2.713900428,,K,Ca,Sb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8340,ml_plus_family_prior
KSbCaTiO6,4.271677539,,K,Ca,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5703,ml_plus_family_prior
KSbGaNbO6,1.968260223,,K,Ga,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7606,ml_plus_family_prior
KSbLaAlO6,4.319046481,,K,La,Sb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5508,ml_plus_family_prior
KSbLaGaO6,2.751327197,,K,La,Sb,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6973,ml_plus_family_prior
KSbLaInO6,3.368820572,,K,La,Sb,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7062,ml_plus_family_prior
KSbLiNbO6,4.305385483,,K,Li,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5779,ml_plus_family_prior
KSbLiVO6,1.895420667,,K,Li,Sb,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7924,ml_plus_family_prior
KSbMgTiO6,4.604765276,,K,Mg,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5476,ml_plus_family_prior
KSbMgZrO6,5.774517555,,K,Mg,Sb,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5172,ml_plus_family_prior
KSbNaNbO6,4.209344679,,K,Na,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5737,ml_plus_family_prior
KSbNaVO6,1.877171235,,K,Na,Sb,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7965,ml_plus_family_prior
KSbPbTiO6,3.967764744,,K,Pb,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5723,ml_plus_family_prior
KSbRbNbO6,3.689934172,,K,Rb,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5943,ml_plus_family_prior
KSbSnHfO6,4.021699995,,K,Sn,Sb,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5894,ml_plus_family_prior
KSbSnTiO6,3.131082711,,K,Sn,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6676,ml_plus_family_prior
KSbSrSiO6,2.212024856,,K,Sr,Sb,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7920,ml_plus_family_prior
KSbSrSnO6,1.629370353,,K,Sr,Sb,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8751,ml_plus_family_prior
KSbSrTiO6,4.049643271,,K,Sr,Sb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5554,ml_plus_family_prior
KSbTlNbO6,1.75729976,,K,Tl,Sb,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8335,ml_plus_family_prior
KSbYAlO6,4.558409892,,K,Y,Sb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5421,ml_plus_family_prior
KTaAgNbO6,3.433225646,,K,Ag,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6895,ml_plus_family_prior
KTaAgTaO6,3.966798043,,K,Ag,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5725,ml_plus_family_prior
KTaBaSnO6,5.196457856,,K,Ba,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5914,ml_plus_family_prior
KTaBaTiO6,3.753540391,,K,Ba,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5931,ml_plus_family_prior
KTaCaGeO6,5.429801846,,K,Ca,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5690,ml_plus_family_prior
KTaCaHfO6,5.46520753,,K,Ca,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5652,ml_plus_family_prior
KTaCaSiO6,5.106337532,,K,Ca,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5685,ml_plus_family_prior
KTaCaSnO6,5.221454507,,K,Ca,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5912,ml_plus_family_prior
KTaCaTiO6,4.251020823,,K,Ca,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5703,ml_plus_family_prior
KTaCaZrO6,5.396139557,,K,Ca,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5693,ml_plus_family_prior
KTaCsNbO6,3.294911002,,K,Cs,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7061,ml_plus_family_prior
KTaCsVO6,2.274588477,,K,Cs,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8186,ml_plus_family_prior
KTaGaNbO6,1.72329943,,K,Ga,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8449,ml_plus_family_prior
KTaGaTaO6,2.210934079,,K,Ga,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7457,ml_plus_family_prior
KTaKNbO6,3.448861519,,K,K,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6861,ml_plus_family_prior
KTaKSbO6,4.372567795,,K,K,Ta,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5779,ml_plus_family_prior
KTaLaAlO6,5.379821007,,K,La,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5375,ml_plus_family_prior
KTaLaGaO6,5.70532802,,K,La,Ta,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5249,ml_plus_family_prior
KTaLaInO6,5.816215972,,K,La,Ta,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5338,ml_plus_family_prior
KTaLaScO6,5.649467495,,K,La,Ta,Sc,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5244,ml_plus_family_prior
KTaLiNbO6,3.572560671,,K,Li,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5966,ml_plus_family_prior
KTaLiTaO6,4.13821904,,K,Li,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5768,ml_plus_family_prior
KTaLiVO6,2.301864217,,K,Li,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8134,ml_plus_family_prior
KTaMgTiO6,5.203062127,,K,Mg,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5384,ml_plus_family_prior
KTaMgZrO6,5.499681919,,K,Mg,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5467,ml_plus_family_prior
KTaNaNbO6,3.540818105,,K,Na,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6472,ml_plus_family_prior
KTaNaSbO6,4.710700726,,K,Na,Ta,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5677,ml_plus_family_prior
KTaNaTaO6,4.105232239,,K,Na,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5768,ml_plus_family_prior
KTaNaVO6,1.977986049,,K,Na,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8410,ml_plus_family_prior
KTaPbHfO6,5.212113424,,K,Pb,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5659,ml_plus_family_prior
KTaPbTiO6,3.929727131,,K,Pb,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5729,ml_plus_family_prior
KTaPbZrO6,5.116273478,,K,Pb,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5787,ml_plus_family_prior
KTaRbNbO6,3.385510444,,K,Rb,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7040,ml_plus_family_prior
KTaRbTaO6,3.939485875,,K,Rb,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5724,ml_plus_family_prior
KTaSnHfO6,4.123323475,,K,Sn,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6054,ml_plus_family_prior
KTaSnTiO6,3.196291471,,K,Sn,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6747,ml_plus_family_prior
KTaSnZrO6,4.092547044,,K,Sn,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5919,ml_plus_family_prior
KTaSrGeO6,5.134653758,,K,Sr,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5756,ml_plus_family_prior
KTaSrHfO6,5.157179336,,K,Sr,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5629,ml_plus_family_prior
KTaSrSiO6,5.004405535,,K,Sr,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5564,ml_plus_family_prior
KTaSrSnO6,5.550200753,,K,Sr,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5576,ml_plus_family_prior
KTaSrTiO6,3.877403015,,K,Sr,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5936,ml_plus_family_prior
KTaSrZrO6,5.061804247,,K,Sr,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5760,ml_plus_family_prior
KTaTlNbO6,1.760505571,,K,Tl,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8806,ml_plus_family_prior
KTaTlTaO6,2.244292146,,K,Tl,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8339,ml_plus_family_prior
KTaYAlO6,5.733834897,,K,Y,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5066,ml_plus_family_prior
LaAlLaGaO6,6.766541856,,La,La,Al,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5079,ml_plus_family_prior
LaAlLaInO6,6.523672765,,La,La,Al,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5195,ml_plus_family_prior
LaAlMgTiO6,5.189103214,,La,Mg,Al,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5187,ml_plus_family_prior
LaAlSnTiO6,3.452664382,,La,Sn,Al,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6433,ml_plus_family_prior
LaAlYAlO6,7.493232168,,La,Y,Al,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4637,ml_plus_family_prior
LaGaLaInO6,5.0911409,,La,La,Ga,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5646,ml_plus_family_prior
LaGaMgTiO6,5.244393485,,La,Mg,Ga,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5345,ml_plus_family_prior
LaGaSnTiO6,4.003966794,,La,Sn,Ga,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5859,ml_plus_family_prior
LaGaYAlO6,6.95217569,,La,Y,Ga,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4637,ml_plus_family_prior
LaInMgTiO6,5.177625765,,La,Mg,In,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5374,ml_plus_family_prior
